Timestamp,Company_Code,Closing price,total_trade_qty
2018-02-28,JYOTISTRUC,9.05,119140
2018-03-01,JYOTISTRUC,9.5,295943
2018-03-02,JYOTISTRUC,9.3,283973
2018-03-03,JYOTISTRUC,9,219124
2018-03-04,JYOTISTRUC,8.95,126364
2018-03-05,JYOTISTRUC,8.95,236132
2018-03-06,JYOTISTRUC,8.9,175352
2018-02-01,KABRAEXTRU,127,163716
2018-02-02,KABRAEXTRU,121.45,126790
2018-02-03,KABRAEXTRU,125.7,95482
2018-02-04,KABRAEXTRU,127.95,133272
2018-02-05,KABRAEXTRU,128.55,115452
2018-02-06,KABRAEXTRU,129.8,88130
2018-02-07,KABRAEXTRU,133.15,141672
2018-02-08,KABRAEXTRU,133.3,66870
2018-02-09,KABRAEXTRU,131.95,44899
2018-02-10,KABRAEXTRU,131.1,69968
2018-02-11,KABRAEXTRU,129.15,51088
2018-02-12,KABRAEXTRU,124.2,56948
2018-02-13,KABRAEXTRU,124.8,44657
2018-02-14,KABRAEXTRU,125.85,27664
2018-02-15,KABRAEXTRU,126.65,23700
2018-02-16,KABRAEXTRU,125.8,41274
2018-02-17,KABRAEXTRU,126.8,26010
2018-02-18,KABRAEXTRU,125.9,17196
2018-02-19,KABRAEXTRU,126.35,28541
2018-02-20,KABRAEXTRU,127,34915
2018-02-21,KABRAEXTRU,125.55,22003
2018-02-22,KABRAEXTRU,125.7,33961
2018-02-23,KABRAEXTRU,122.6,29769
2018-02-24,KABRAEXTRU,123.75,36796
2018-02-25,KABRAEXTRU,125.65,27295
2018-02-26,KABRAEXTRU,123.15,28617
2018-02-27,KABRAEXTRU,124.35,31167
2018-02-28,KABRAEXTRU,126.35,189656
2018-03-01,KABRAEXTRU,123.6,48889
2018-03-02,KABRAEXTRU,123.85,25215
2018-03-03,KABRAEXTRU,120.75,42224
2018-03-04,KABRAEXTRU,121.1,50473
2018-03-05,KABRAEXTRU,118.95,40967
2018-03-06,KABRAEXTRU,116.05,82334
2018-02-01,KAJARIACER,629.9,606680
2018-02-02,KAJARIACER,612.75,309080
2018-02-03,KAJARIACER,603.65,483780
2018-02-04,KAJARIACER,589.05,505146
2018-02-05,KAJARIACER,603.15,315527
2018-02-06,KAJARIACER,607.6,418928
2018-02-07,KAJARIACER,616.15,263481
2018-02-08,KAJARIACER,608.7,879455
2018-02-09,KAJARIACER,603.35,1249940
2018-02-10,KAJARIACER,593.4,1055005
2018-02-11,KAJARIACER,593.6,1000868
2018-02-12,KAJARIACER,590.1,225290
2018-02-13,KAJARIACER,585.5,145251
2018-02-14,KAJARIACER,583.65,222201
2018-02-15,KAJARIACER,576.75,365625
2018-02-16,KAJARIACER,574.5,650091
2018-02-17,KAJARIACER,573.9,647382
2018-02-18,KAJARIACER,575.5,454316
2018-02-19,KAJARIACER,574.7,250228
2018-02-20,KAJARIACER,569.35,209810
2018-02-21,KAJARIACER,564,215663
2018-02-22,KAJARIACER,555.8,303904
2018-02-23,KAJARIACER,547.35,266787
2018-02-24,KAJARIACER,553.55,289029
2018-02-25,KAJARIACER,570.7,409264
2018-02-26,KAJARIACER,574.5,483778
2018-02-27,KAJARIACER,571.8,185847
2018-02-28,KAJARIACER,570.8,139723
2018-03-01,KAJARIACER,567.3,298944
2018-03-02,KAJARIACER,564.15,386099
2018-03-03,KAJARIACER,559.45,406516
2018-03-04,KAJARIACER,562.65,168332
2018-03-05,KAJARIACER,575.25,412681
2018-03-06,KAJARIACER,563.75,508454
2018-02-01,KAKATCEM,370.65,22106
2018-02-02,KAKATCEM,342.5,47561
2018-02-03,KAKATCEM,312.95,140014
2018-02-04,KAKATCEM,292.7,75475
2018-02-05,KAKATCEM,306.1,40377
2018-02-06,KAKATCEM,315.7,37412
2018-02-07,KAKATCEM,314.7,17918
2018-02-08,KAKATCEM,311.35,29537
2018-02-09,KAKATCEM,306,39237
2018-02-10,KAKATCEM,300.75,21203
2018-02-11,KAKATCEM,299,11884
2018-02-12,KAKATCEM,291.95,16453
2018-02-13,KAKATCEM,294.1,12765
2018-02-14,KAKATCEM,291.2,15486
2018-02-15,KAKATCEM,290.2,8952
2018-02-16,KAKATCEM,294.35,8364
2018-02-17,KAKATCEM,297.85,11753
2018-02-18,KAKATCEM,293.8,11527
2018-02-19,KAKATCEM,295.4,14886
2018-02-20,KAKATCEM,296.2,9081
2018-02-21,KAKATCEM,290.8,10550
2018-02-22,KAKATCEM,290.65,16557
2018-02-23,KAKATCEM,270.9,33853
2018-02-24,KAKATCEM,264.35,17492
2018-02-25,KAKATCEM,268.85,13274
2018-02-26,KAKATCEM,260.45,23414
2018-02-27,KAKATCEM,269.15,36288
2018-02-28,KAKATCEM,273.4,13146
2018-03-01,KAKATCEM,272.1,11945
2018-03-02,KAKATCEM,269.05,14527
2018-03-03,KAKATCEM,260.25,14397
2018-03-04,KAKATCEM,255.5,11760
2018-03-05,KAKATCEM,249.55,18903
2018-03-06,KAKATCEM,243.3,19069
2018-02-01,KALPATPOWR,461.5,153272
2018-02-02,KALPATPOWR,434,91321
2018-02-03,KALPATPOWR,432,182767
2018-02-04,KALPATPOWR,427.75,145267
2018-02-05,KALPATPOWR,449.55,115629
2018-02-06,KALPATPOWR,462.7,194010
2018-02-07,KALPATPOWR,472.6,85697
2018-02-08,KALPATPOWR,475,177616
2018-02-09,KALPATPOWR,477.2,68869
2018-02-10,KALPATPOWR,473.65,158551
2018-02-11,KALPATPOWR,469.65,128536
2018-02-12,KALPATPOWR,458.3,94291
2018-02-13,KALPATPOWR,452.9,50985
2018-02-14,KALPATPOWR,455.15,38063
2018-02-15,KALPATPOWR,453.55,46935
2018-02-16,KALPATPOWR,460.65,65498
2018-02-17,KALPATPOWR,477.65,90641
2018-02-18,KALPATPOWR,481.65,46551
2018-02-19,KALPATPOWR,501.3,142162
2018-02-20,KALPATPOWR,492.75,104192
2018-02-21,KALPATPOWR,475.85,56542
2018-02-22,KALPATPOWR,471.45,58155
2018-02-23,KALPATPOWR,459.5,45613
2018-02-24,KALPATPOWR,463.15,235758
2018-02-25,KALPATPOWR,465.7,111973
2018-02-26,KALPATPOWR,459.85,43461
2018-02-27,KALPATPOWR,462.7,40642
2018-02-28,KALPATPOWR,458.7,82285
2018-03-01,KALPATPOWR,459.65,116953
2018-03-02,KALPATPOWR,456.75,77982
2018-03-03,KALPATPOWR,451.95,53003
2018-03-04,KALPATPOWR,450.4,103380
2018-03-05,KALPATPOWR,454.1,71908
2018-03-06,KALPATPOWR,457.3,61412
2018-02-01,KAMATHOTEL,137.15,168930
2018-02-02,KAMATHOTEL,125.35,259517
2018-02-03,KAMATHOTEL,120.95,218435
2018-02-04,KAMATHOTEL,104.85,701386
2018-02-05,KAMATHOTEL,108.05,337678
2018-02-06,KAMATHOTEL,116.95,257420
2018-02-07,KAMATHOTEL,120.15,241641
2018-02-08,KAMATHOTEL,120.45,178669
2018-02-09,KAMATHOTEL,119.7,101607
2018-02-10,KAMATHOTEL,114.75,141110
2018-02-11,KAMATHOTEL,113.05,94915
2018-02-12,KAMATHOTEL,108.45,93577
2018-02-13,KAMATHOTEL,107.25,70551
2018-02-14,KAMATHOTEL,108.65,73878
2018-02-15,KAMATHOTEL,108,99174
2018-02-16,KAMATHOTEL,108.35,87556
2018-02-17,KAMATHOTEL,111.7,93411
2018-02-18,KAMATHOTEL,110.55,41429
2018-02-19,KAMATHOTEL,108.2,70524
2018-02-20,KAMATHOTEL,107.8,30294
2018-02-21,KAMATHOTEL,102.35,133443
2018-02-22,KAMATHOTEL,101.4,221028
2018-02-23,KAMATHOTEL,96.5,242684
2018-02-24,KAMATHOTEL,94.25,216675
2018-02-25,KAMATHOTEL,93.95,130267
2018-02-26,KAMATHOTEL,96.5,170303
2018-02-27,KAMATHOTEL,97.7,279021
2018-02-28,KAMATHOTEL,98.3,61367
2018-03-01,KAMATHOTEL,101.6,132731
2018-03-02,KAMATHOTEL,99.5,73901
2018-03-03,KAMATHOTEL,95.8,45667
2018-03-04,KAMATHOTEL,96.35,65268
2018-03-05,KAMATHOTEL,95.35,63212
2018-03-06,KAMATHOTEL,93.2,44708
2018-02-01,KANORICHEM,89.15,144343
2018-02-02,KANORICHEM,84,168914
2018-02-03,KANORICHEM,81.25,121622
2018-02-04,KANORICHEM,78.8,88695
2018-02-05,KANORICHEM,82.95,96964
2018-02-06,KANORICHEM,87.95,159376
2018-02-07,KANORICHEM,87.45,88769
2018-02-08,KANORICHEM,90.3,103062
2018-02-09,KANORICHEM,83.65,217270
2018-02-10,KANORICHEM,82.65,69702
2018-02-11,KANORICHEM,78.1,129033
2018-02-12,KANORICHEM,76.6,69018
2018-02-13,KANORICHEM,77.6,49026
2018-02-14,KANORICHEM,77,41113
2018-02-15,KANORICHEM,77.1,30314
2018-02-16,KANORICHEM,78.45,44344
2018-02-17,KANORICHEM,78.85,37853
2018-02-18,KANORICHEM,77.15,32904
2018-02-19,KANORICHEM,76.6,23104
2018-02-20,KANORICHEM,76.65,28326
2018-02-21,KANORICHEM,76.85,19491
2018-02-22,KANORICHEM,76.2,26501
2018-02-23,KANORICHEM,74.1,36133
2018-02-24,KANORICHEM,71.45,49567
2018-02-25,KANORICHEM,72.4,34857
2018-02-26,KANORICHEM,71.8,19290
2018-02-27,KANORICHEM,72,37952
2018-02-28,KANORICHEM,71.75,34084
2018-03-01,KANORICHEM,76.45,134550
2018-03-02,KANORICHEM,74.5,37779
2018-03-03,KANORICHEM,70.65,29669
2018-03-04,KANORICHEM,70.05,54232
2018-03-05,KANORICHEM,69.35,52141
2018-03-06,KANORICHEM,66.5,69673
2018-02-01,KANSAINER,511,322621
2018-02-02,KANSAINER,499.95,257907
2018-02-03,KANSAINER,492.8,218367
2018-02-04,KANSAINER,491.4,166153
2018-02-05,KANSAINER,499.95,246142
2018-02-06,KANSAINER,503.25,264611
2018-02-07,KANSAINER,504.35,138706
2018-02-08,KANSAINER,504.75,125168
2018-02-09,KANSAINER,510.1,125714
2018-02-10,KANSAINER,502.35,98487
2018-02-11,KANSAINER,487.15,122934
2018-02-12,KANSAINER,491.85,27487
2018-02-13,KANSAINER,490.05,141430
2018-02-14,KANSAINER,494.1,45492
2018-02-15,KANSAINER,487.7,260102
2018-02-16,KANSAINER,488.4,150149
2018-02-17,KANSAINER,485.6,211623
2018-02-18,KANSAINER,485.4,214007
2018-02-19,KANSAINER,491.6,110155
2018-02-20,KANSAINER,488.2,41183
2018-02-21,KANSAINER,492.6,226418
2018-02-22,KANSAINER,489.05,262804
2018-02-23,KANSAINER,488.35,154678
2018-02-24,KANSAINER,489.05,83570
2018-02-25,KANSAINER,484.7,115205
2018-02-26,KANSAINER,494.9,237367
2018-02-27,KANSAINER,504.8,181791
2018-02-28,KANSAINER,499.1,75442
2018-03-01,KANSAINER,503.45,264765
2018-03-02,KANSAINER,496.85,224512
2018-03-03,KANSAINER,491.2,96561
2018-03-04,KANSAINER,486.25,142138
2018-03-05,KANSAINER,479.65,75581
2018-03-06,KANSAINER,475.3,105953
2018-02-01,KARMAENG,41.1,2130
2018-02-02,KARMAENG,39.15,1723
2018-02-03,KARMAENG,39.5,940
2018-02-04,KARMAENG,37.55,429
2018-02-05,KARMAENG,38.25,4198
2018-02-06,KARMAENG,39.5,2345
2018-02-07,KARMAENG,39,3634
2018-02-08,KARMAENG,38.5,1402
2018-02-09,KARMAENG,38.25,3019
2018-02-10,KARMAENG,39.05,425
2018-02-11,KARMAENG,37.4,1492
2018-02-12,KARMAENG,36,668
2018-02-13,KARMAENG,35.8,471
2018-02-14,KARMAENG,36.95,490
2018-02-15,KARMAENG,35.6,1273
2018-02-16,KARMAENG,35.55,956
2018-02-17,KARMAENG,36,493
2018-02-18,KARMAENG,35.1,2841
2018-02-19,KARMAENG,34.55,1560
2018-02-20,KARMAENG,35.2,209
2018-02-21,KARMAENG,35.45,1280
2018-02-22,KARMAENG,35.7,308
2018-02-23,KARMAENG,33.95,637
2018-02-24,KARMAENG,34.95,895
2018-02-25,KARMAENG,33.75,14
2018-02-26,KARMAENG,32.5,169
2018-02-27,KARMAENG,32.5,1137
2018-02-28,KARMAENG,32.5,1067
2018-03-01,KARMAENG,31.8,1475
2018-03-02,KARMAENG,32.1,383
2018-03-03,KARMAENG,31.7,234
2018-03-04,KARMAENG,31.1,135
2018-03-05,KARMAENG,31.45,306
2018-03-06,KARMAENG,32,850
2018-02-01,KARURVYSYA,114.2,2536526
2018-02-02,KARURVYSYA,111.7,2110236
2018-02-03,KARURVYSYA,112.35,2623145
2018-02-04,KARURVYSYA,110.45,2041238
2018-02-05,KARURVYSYA,112.85,1080005
2018-02-06,KARURVYSYA,113.05,1264380
2018-02-07,KARURVYSYA,112.85,707345
2018-02-08,KARURVYSYA,114.6,811344
2018-02-09,KARURVYSYA,113.1,649326
2018-02-10,KARURVYSYA,110.6,1097823
2018-02-11,KARURVYSYA,111.05,915063
2018-02-12,KARURVYSYA,111.3,1016847
2018-02-13,KARURVYSYA,111,746876
2018-02-14,KARURVYSYA,111.05,793979
2018-02-15,KARURVYSYA,109.05,723883
2018-02-16,KARURVYSYA,110.1,871148
2018-02-17,KARURVYSYA,110.55,811197
2018-02-18,KARURVYSYA,109.05,1133721
2018-02-19,KARURVYSYA,107.8,1030770
2018-02-20,KARURVYSYA,108.2,748429
2018-02-21,KARURVYSYA,106.3,755195
2018-02-22,KARURVYSYA,103.05,1170882
2018-02-23,KARURVYSYA,99.95,1596099
2018-02-24,KARURVYSYA,100.55,1310889
2018-02-25,KARURVYSYA,100.25,776319
2018-02-26,KARURVYSYA,100.25,986198
2018-02-27,KARURVYSYA,102.15,1557344
2018-02-28,KARURVYSYA,101.6,910008
2018-03-01,KARURVYSYA,101.7,1143901
2018-03-02,KARURVYSYA,98.5,1460094
2018-03-03,KARURVYSYA,96.95,1125519
2018-03-04,KARURVYSYA,100,1049648
2018-03-05,KARURVYSYA,99.2,607710
2018-03-06,KARURVYSYA,99.95,799540
2018-02-01,KAUSHALYA,3.35,119129
2018-02-02,KAUSHALYA,3.2,55772
2018-02-03,KAUSHALYA,3.05,65356
2018-02-04,KAUSHALYA,3.15,62043
2018-02-05,KAUSHALYA,3.3,48937
2018-02-06,KAUSHALYA,3.45,36124
2018-02-07,KAUSHALYA,3.45,35354
2018-02-08,KAUSHALYA,3.3,65795
2018-02-09,KAUSHALYA,3.35,75537
2018-02-10,KAUSHALYA,3.25,55548
2018-02-11,KAUSHALYA,3.2,26577
2018-02-12,KAUSHALYA,3.1,19809
2018-02-13,KAUSHALYA,3,19537
2018-02-14,KAUSHALYA,2.95,40915
2018-02-15,KAUSHALYA,3,14848
2018-02-16,KAUSHALYA,3.15,18677
2018-02-17,KAUSHALYA,3,45750
2018-02-18,KAUSHALYA,3.05,34808
2018-02-19,KAUSHALYA,3,44764
2018-02-20,KAUSHALYA,3.05,27324
2018-02-21,KAUSHALYA,2.95,18810
2018-02-22,KAUSHALYA,2.9,17318
2018-02-23,KAUSHALYA,2.8,30438
2018-02-24,KAUSHALYA,2.7,34921
2018-02-25,KAUSHALYA,2.75,18575
2018-02-26,KAUSHALYA,2.65,26465
2018-02-27,KAUSHALYA,2.65,86886
2018-02-28,KAUSHALYA,2.55,28151
2018-03-01,KAUSHALYA,2.6,51579
2018-03-02,KAUSHALYA,2.6,19757
2018-03-03,KAUSHALYA,2.65,25388
2018-03-04,KAUSHALYA,2.55,21815
2018-03-05,KAUSHALYA,2.5,28187
2018-03-06,KAUSHALYA,2.5,30306
2018-02-01,KAVVERITEL,12.25,1312
2018-02-02,KAVVERITEL,11.2,11590
2018-02-03,KAVVERITEL,10.85,3989
2018-02-04,KAVVERITEL,10.5,5446
2018-02-05,KAVVERITEL,11.5,22905
2018-02-06,KAVVERITEL,11.45,16798
2018-02-07,KAVVERITEL,11.25,8411
2018-02-08,KAVVERITEL,11.25,1518
2018-02-09,KAVVERITEL,11.8,19691
2018-02-10,KAVVERITEL,11.3,8096
2018-02-11,KAVVERITEL,10.95,3902
2018-02-12,KAVVERITEL,10.5,7139
2018-02-13,KAVVERITEL,10.55,1265
2018-02-14,KAVVERITEL,12.4,107270
2018-02-15,KAVVERITEL,13.6,139888
2018-02-16,KAVVERITEL,13.45,14443
2018-02-17,KAVVERITEL,12.1,44092
2018-02-18,KAVVERITEL,11.45,21590
2018-02-19,KAVVERITEL,11.9,12782
2018-02-20,KAVVERITEL,12.25,36656
2018-02-21,KAVVERITEL,12.55,43113
2018-02-22,KAVVERITEL,12.7,26692
2018-02-23,KAVVERITEL,12.5,7980
2018-02-24,KAVVERITEL,12.4,7974
2018-02-25,KAVVERITEL,12.75,41572
2018-02-26,KAVVERITEL,12.2,9947
2018-02-27,KAVVERITEL,12,113654
2018-02-28,KAVVERITEL,12.4,107044
2018-03-01,KAVVERITEL,12.15,4086
2018-03-02,KAVVERITEL,12.25,10148
2018-03-03,KAVVERITEL,12.1,6432
2018-03-04,KAVVERITEL,11.85,107321
2018-03-05,KAVVERITEL,11.55,4828
2018-03-06,KAVVERITEL,11.15,12299
2018-02-01,KCP,140.9,110878
2018-02-02,KCP,132.55,388876
2018-02-03,KCP,129.05,275234
2018-02-04,KCP,127.1,213905
2018-02-05,KCP,132.15,111865
2018-02-06,KCP,138.8,133677
2018-02-07,KCP,137.45,84921
2018-02-08,KCP,138.65,78731
2018-02-09,KCP,139.7,326316
2018-02-10,KCP,131.95,226789
2018-02-11,KCP,128.5,143711
2018-02-12,KCP,127.85,122316
2018-02-13,KCP,127.8,51906
2018-02-14,KCP,127.6,74917
2018-02-15,KCP,127.8,44106
2018-02-16,KCP,130.65,51665
2018-02-17,KCP,131.7,47578
2018-02-18,KCP,130.6,40670
2018-02-19,KCP,127.3,87151
2018-02-20,KCP,127.3,36346
2018-02-21,KCP,122.75,108354
2018-02-22,KCP,120.85,81499
2018-02-23,KCP,117.55,243778
2018-02-24,KCP,117.3,202043
2018-02-25,KCP,117.4,65881
2018-02-26,KCP,115.25,81704
2018-02-27,KCP,117.15,76643
2018-02-28,KCP,117.1,101830
2018-03-01,KCP,116.6,51728
2018-03-02,KCP,115.4,47866
2018-03-03,KCP,112.2,104566
2018-03-04,KCP,115.7,97368
2018-03-05,KCP,114.6,50151
2018-03-06,KCP,113.25,54116
2018-02-01,KCPSUGIND,27.75,304692
2018-02-02,KCPSUGIND,26.5,388964
2018-02-03,KCPSUGIND,28.35,566227
2018-02-04,KCPSUGIND,27.45,519584
2018-02-05,KCPSUGIND,28.1,178346
2018-02-06,KCPSUGIND,28.85,139197
2018-02-07,KCPSUGIND,29.15,448632
2018-02-08,KCPSUGIND,28.05,544692
2018-02-09,KCPSUGIND,28.3,386584
2018-02-10,KCPSUGIND,28,205233
2018-02-11,KCPSUGIND,27.45,160758
2018-02-12,KCPSUGIND,27.3,176978
2018-02-13,KCPSUGIND,26.95,211193
2018-02-14,KCPSUGIND,27.2,124639
2018-02-15,KCPSUGIND,27.05,292945
2018-02-16,KCPSUGIND,27.7,156599
2018-02-17,KCPSUGIND,27.65,92152
2018-02-18,KCPSUGIND,27.4,298556
2018-02-19,KCPSUGIND,27.65,98298
2018-02-20,KCPSUGIND,26.85,164051
2018-02-21,KCPSUGIND,26.95,105170
2018-02-22,KCPSUGIND,26.05,165792
2018-02-23,KCPSUGIND,24.7,379784
2018-02-24,KCPSUGIND,25.4,369931
2018-02-25,KCPSUGIND,25.05,180886
2018-02-26,KCPSUGIND,25.45,154858
2018-02-27,KCPSUGIND,26.2,152573
2018-02-28,KCPSUGIND,26.8,152727
2018-03-01,KCPSUGIND,26.75,84739
2018-03-02,KCPSUGIND,26.5,144507
2018-03-03,KCPSUGIND,25.5,192923
2018-03-04,KCPSUGIND,26,203757
2018-03-05,KCPSUGIND,26.75,134613
2018-03-06,KCPSUGIND,25.45,104382
2018-02-01,KEC,349.9,384317
2018-02-02,KEC,340.2,430687
2018-02-03,KEC,352.25,370275
2018-02-04,KEC,347.6,841188
2018-02-05,KEC,363.05,2007247
2018-02-06,KEC,355,897613
2018-02-07,KEC,357.55,851669
2018-02-08,KEC,363,438826
2018-02-09,KEC,389.4,1682753
2018-02-10,KEC,391.9,1460828
2018-02-11,KEC,391.4,2347007
2018-02-12,KEC,377.45,822695
2018-02-13,KEC,382.15,444314
2018-02-14,KEC,392.65,885375
2018-02-15,KEC,398.85,1574833
2018-02-16,KEC,401.25,1744260
2018-02-17,KEC,427.6,2988836
2018-02-18,KEC,411.85,782582
2018-02-19,KEC,415.25,844213
2018-02-20,KEC,410.35,409860
2018-02-21,KEC,418.25,795182
2018-02-22,KEC,406.3,508036
2018-02-23,KEC,405.4,652046
2018-02-24,KEC,410.65,793294
2018-02-25,KEC,401.65,463736
2018-02-26,KEC,389,399726
2018-02-27,KEC,394.7,484716
2018-02-28,KEC,384.1,450061
2018-03-01,KEC,392.75,1009122
2018-03-02,KEC,385.05,1215915
2018-03-03,KEC,380.15,257878
2018-03-04,KEC,388.55,477043
2018-03-05,KEC,393.35,314083
2018-03-06,KEC,389.9,210025
2018-02-01,KECL,43,179606
2018-02-02,KECL,40.15,349688
2018-02-03,KECL,39.7,185827
2018-02-04,KECL,37.25,394075
2018-02-05,KECL,40,170355
2018-02-06,KECL,41.6,161332
2018-02-07,KECL,40.4,192202
2018-02-08,KECL,40.7,176665
2018-02-09,KECL,40.65,169484
2018-02-10,KECL,39.35,111946
2018-02-11,KECL,39.3,97545
2018-02-12,KECL,37.9,130328
2018-02-13,KECL,37.6,99143
2018-02-14,KECL,37.35,110870
2018-02-15,KECL,37.3,71726
2018-02-16,KECL,37.8,120431
2018-02-17,KECL,37.9,133556
2018-02-18,KECL,37.4,156576
2018-02-19,KECL,37.15,81810
2018-02-20,KECL,37.55,60743
2018-02-21,KECL,37.6,109239
2018-02-22,KECL,36.5,108353
2018-02-23,KECL,35.05,114382
2018-02-24,KECL,34.4,118129
2018-02-25,KECL,33.7,101036
2018-02-26,KECL,32.95,99757
2018-02-27,KECL,33.15,220932
2018-02-28,KECL,34.85,170527
2018-03-01,KECL,35.2,112521
2018-03-02,KECL,34.05,134180
2018-03-03,KECL,32.85,113309
2018-03-04,KECL,32.6,73821
2018-03-05,KECL,32.4,102779
2018-03-06,KECL,30.85,141296
2018-02-01,KEI,400.9,723450
2018-02-02,KEI,373.5,557686
2018-02-03,KEI,367.8,323563
2018-02-04,KEI,351.85,324819
2018-02-05,KEI,389.55,536301
2018-02-06,KEI,388.3,341450
2018-02-07,KEI,382.1,165676
2018-02-08,KEI,389.6,191872
2018-02-09,KEI,386.05,185762
2018-02-10,KEI,381,190672
2018-02-11,KEI,385.2,199073
2018-02-12,KEI,374.9,141545
2018-02-13,KEI,374.6,85523
2018-02-14,KEI,366.6,179849
2018-02-15,KEI,366.15,102368
2018-02-16,KEI,373.4,153150
2018-02-17,KEI,380.25,183020
2018-02-18,KEI,385,150537
2018-02-19,KEI,387.9,151592
2018-02-20,KEI,384.3,89744
2018-02-21,KEI,379.2,110681
2018-02-22,KEI,370.25,91121
2018-02-23,KEI,361.1,118469
2018-02-24,KEI,357.5,231555
2018-02-25,KEI,361.55,123271
2018-02-26,KEI,364.55,103458
2018-02-27,KEI,369.55,136058
2018-02-28,KEI,371.75,172916
2018-03-01,KEI,373.05,109114
2018-03-02,KEI,368.05,110409
2018-03-03,KEI,363.3,101221
2018-03-04,KEI,360.95,93191
2018-03-05,KEI,367.3,177247
2018-03-06,KEI,369.3,173798
2018-02-01,KERNEX,51,23356
2018-02-02,KERNEX,48.45,4307
2018-02-03,KERNEX,46.35,28120
2018-02-04,KERNEX,44.05,8638
2018-02-05,KERNEX,44.35,51952
2018-02-06,KERNEX,43.95,8523
2018-02-07,KERNEX,41.85,14649
2018-02-08,KERNEX,43.9,31501
2018-02-09,KERNEX,45,8925
2018-02-10,KERNEX,45.15,4226
2018-02-11,KERNEX,44.1,21279
2018-02-12,KERNEX,42,13697
2018-02-13,KERNEX,42.5,4106
2018-02-14,KERNEX,43.85,1562
2018-02-15,KERNEX,42.05,4798
2018-02-16,KERNEX,44.15,6511
2018-02-17,KERNEX,45.75,18206
2018-02-18,KERNEX,44,2137
2018-02-19,KERNEX,42.1,7235
2018-02-20,KERNEX,42.35,2160
2018-02-21,KERNEX,42.2,1121
2018-02-22,KERNEX,40.5,8970
2018-02-23,KERNEX,39.3,106569
2018-02-24,KERNEX,38.15,7160
2018-02-25,KERNEX,38.35,4538
2018-02-26,KERNEX,38.55,1156
2018-02-27,KERNEX,38.45,2763
2018-02-28,KERNEX,38,1618
2018-03-01,KERNEX,39.4,2171
2018-03-02,KERNEX,39.45,32408
2018-03-03,KERNEX,39.1,77
2018-03-04,KERNEX,39,2637
2018-03-05,KERNEX,40.75,4720
2018-03-06,KERNEX,38.95,1638
2018-02-01,KESARENT,57.75,4010
2018-02-02,KESARENT,53.35,9468
2018-02-03,KESARENT,57.05,11093
2018-02-04,KESARENT,55.3,2863
2018-02-05,KESARENT,57,3251
2018-02-06,KESARENT,56.9,6551
2018-02-07,KESARENT,61.45,9957
2018-02-08,KESARENT,62.9,23935
2018-02-09,KESARENT,63.6,7688
2018-02-10,KESARENT,61.55,4671
2018-02-11,KESARENT,59.35,7934
2018-02-12,KESARENT,56.65,3940
2018-02-13,KESARENT,57.05,6281
2018-02-14,KESARENT,57.5,3153
2018-02-15,KESARENT,58.75,25151
2018-02-16,KESARENT,59.1,8863
2018-02-17,KESARENT,57.95,4994
2018-02-18,KESARENT,57.6,4228
2018-02-19,KESARENT,57.25,4108
2018-02-20,KESARENT,56.8,5308
2018-02-21,KESARENT,57.1,7029
2018-02-22,KESARENT,54.6,5940
2018-02-23,KESARENT,52.05,12351
2018-02-24,KESARENT,52.6,3751
2018-02-25,KESARENT,51.45,1631
2018-02-26,KESARENT,49.7,10537
2018-02-27,KESARENT,50.9,8751
2018-02-28,KESARENT,50.55,7770
2018-03-01,KESARENT,52.85,3335
2018-03-02,KESARENT,50.1,18341
2018-03-03,KESARENT,47.95,7074
2018-03-04,KESARENT,47.1,2369
2018-03-05,KESARENT,47.95,3913
2018-03-06,KESARENT,47,4122
2018-02-01,KESORAMIND,140.95,730973
2018-02-02,KESORAMIND,130.55,756272
2018-02-03,KESORAMIND,129.4,747686
2018-02-04,KESORAMIND,128.25,1009207
2018-02-05,KESORAMIND,134.9,851579
2018-02-06,KESORAMIND,143.2,692742
2018-02-07,KESORAMIND,141.2,478959
2018-02-08,KESORAMIND,138.55,395427
2018-02-09,KESORAMIND,136.5,415756
2018-02-10,KESORAMIND,134.3,248043
2018-02-11,KESORAMIND,130.7,364609
2018-02-12,KESORAMIND,128.1,243759
2018-02-13,KESORAMIND,128.25,223853
2018-02-14,KESORAMIND,128.65,120259
2018-02-15,KESORAMIND,128.85,149478
2018-02-16,KESORAMIND,132.95,293627
2018-02-17,KESORAMIND,132.65,149390
2018-02-18,KESORAMIND,128.65,169821
2018-02-19,KESORAMIND,127.3,236144
2018-02-20,KESORAMIND,127.2,132941
2018-02-21,KESORAMIND,121.8,504390
2018-02-22,KESORAMIND,121.5,546454
2018-02-23,KESORAMIND,116.6,448374
2018-02-24,KESORAMIND,116.9,373910
2018-02-25,KESORAMIND,115.3,242136
2018-02-26,KESORAMIND,115.2,430436
2018-02-27,KESORAMIND,117.75,388108
2018-02-28,KESORAMIND,121.75,659223
2018-03-01,KESORAMIND,122.3,504189
2018-03-02,KESORAMIND,121.5,333863
2018-03-03,KESORAMIND,114.65,386239
2018-03-04,KESORAMIND,114.05,354048
2018-03-05,KESORAMIND,113.8,373841
2018-03-06,KESORAMIND,112.1,266535
2018-02-01,KEYCORPSER,62,350
2018-02-02,KEYCORPSER,58.9,20
2018-02-03,KEYCORPSER,58.9,50
2018-02-04,KEYCORPSER,59,4878
2018-02-05,KEYCORPSER,59.95,405
